"CustomerID","Supplier Town","Customer Title","Customer FirstName","ProductID","Customer PostCode","Description","Customer LastName","Customer Address Line 1","Number in Stock","Customer Town","Customer County","Genre","Supplier Name","Console/Game","Cost","Re-Order Level","Re-Order Number","Order Number","SupplierID","Supplier Address1","Order Date","Supplier County","Supplier PostCode","Number Ordered"
20980,"Hanbury","Mrs","Fiona","PR124","ME3 2GF","Battleship Down","Barker","14 Albert Road","10","Meriton","Bartshire","Action","Anwinydd","G","9.99","15","9","ORD339","SUP03","Greenup Way","31/11/2010  00:00:00","Bornshire","HN2 4LA","1"
20753,"Greyfriars","Mr","Jack","PR111","FE2 2AH","Console 1","Glover","10 Clifton Way","8","Fenstead","Moreshire","WPM1","Peter Ness","C","199.99","3","5","ORD118","SUP02","Sandcastle Industrial Estate","21/07/2010 00:00","Loundshire","GE4 7RR","1"
20753,"Greyfriars","Mr","Jack","PR111","FE2 2AH","Console 1","Glover","10 Clifton Way","8","Fenstead","Moreshire","WPM1","Peter Ness","C","199.99","3","5","ORD119","SUP02","Sandcastle Industrial Estate","27/07/2010 00:00","Loundshire","GE4 7RR","1"
20775,"Greyfriars","Miss","Asha","PR111","PY1 5KE","Console 1","Hussain","25 Fenn Road","8","Porley","Bartshire","WPM1","Peter Ness","C","199.99","3","5","ORD134","SUP02","Sandcastle Industrial Estate","15/07/2010 00:00","Loundshire","GE4 7RR","1"
20779,"Greyfriars","Mr","David","PR111","ME3 2HS","Console 1","Carter","10 William Street","8","Meriton","Bartshire","WPM1","Peter Ness","C","199.99","3","5","ORD137","SUP02","Sandcastle Industrial Estate","22/07/2010 00:00","Loundshire","GE4 7RR","1"
20784,"Greyfriars","Mr","Kyle","PR111","DL3 4EG","Console 1","Jenkins","14 School Road","8","Dilmouth","Moreshire","WPM1","Peter Ness","C","199.99","3","5","ORD142","SUP02","Sandcastle Industrial Estate","27/07/2010 00:00","Loundshire","GE4 7RR","1"
20825,"Greyfriars","Mr","Simon","PR111","DL9 2AR","Console 1","Wilkinson","19 Riverside","8","Lower Marsdon","Moreshire","WPM1","Peter Ness","C","199.99","3","5","ORD185","SUP02","Sandcastle Industrial Estate","27/08/2010 00:00","Loundshire","GE4 7RR","1"
20829,"Greyfriars","Ms","Julie","PR111","DL5 1BV","Console 1","Butler","3 Sullivan Way","8","Dilmouth","Moreshire","WPM1","Peter Ness","C","199.99","3","5","ORD189","SUP02","Sandcastle Industrial Estate","21/08/2010 00:00","Loundshire","GE4 7RR","1"
20834,"Greyfriars","Mr","George","PR111","ME4 1BZ","Console 1","Orton","47 West Row","8","Meriton","Bartshire","WPM1","Peter Ness","C","199.99","3","5","ORD194","SUP02","Sandcastle Industrial Estate","31/08/2010 00:00","Loundshire","GE4 7RR","1"
20965,"Greyfriars","Mr","Robert","PR111","ME1 2JS","Console 1","Watkins","12 Windsor Road","8","Meriton","Bartshire","WPM1","Peter Ness","C","199.99","3","5","ORD324","SUP02","Sandcastle Industrial Estate","15/10/2010 00:00","Loundshire","GE4 7RR","1"
20970,"Greyfriars","Ms","Gina","PR111","ME3 5ZA","Console 1","Smith","20 Fenstead Road","8","Meriton","Bartshire","WPM1","Peter Ness","C","199.99","3","5","ORD329","SUP02","Sandcastle Industrial Estate","28/11/2010 00:00","Loundshire","GE4 7RR","1"
20997,"Greyfriars","Mr","John","PR111","PY2 4ED","Console 1","Walton","18 Dashwood Lane","8","Porley","Bartshire","WPM1","Peter Ness","C","199.99","3","5","ORD356","SUP02","Sandcastle Industrial Estate","15/12/2010 00:00","Loundshire","GE4 7RR","1"
20761,"Greyfriars","Mrs","Hannah","PR113","FE3 5HJ","Console 3","Hudson","1 School Road","7","Fenstead","Moreshire","JCG1","Peter Ness","C","299.99","3","5","ORD121","SUP02","Sandcastle Industrial Estate","27/07/2010 00:00","Loundshire","GE4 7RR","1"
20778,"Greyfriars","Mr","John","PR113","DL1 4DF","Console 3","Littlewood","31 Richmond Street","7","Dilmouth","Moreshire","JCG1","Peter Ness","C","299.99","3","5","ORD136","SUP02","Sandcastle Industrial Estate","22/07/2010 00:00","Loundshire","GE4 7RR","1"
20795,"Greyfriars","Mr","Sam","PR113","ME2 5MU","Console 3","Alexander","78 East Street","7","Meriton","Bartshire","JCG1","Peter Ness","C","299.99","3","5","ORD161","SUP02","Sandcastle Industrial Estate","22/07/2010 00:00","Loundshire","GE4 7RR","1"
20805,"Greyfriars","Mr","Carl","PR113","DL8 1HV","Console 3","Lennox","17 Chapel Street","7","Lower Marsdon","Moreshire","JCG1","Peter Ness","C","299.99","3","5","ORD153","SUP02","Sandcastle Industrial Estate","21/07/2010 00:00","Loundshire","GE4 7RR","1"
20810,"Greyfriars","Miss","Karen","PR113","ME1 1EF","Console 3","Moore","2 Porley Lane","7","Meriton","Bartshire","JCG1","Peter Ness","C","299.99","3","5","ORD170","SUP02","Sandcastle Industrial Estate","22/07/2010 00:00","Loundshire","GE4 7RR","1"
20828,"Greyfriars","Miss","Louise","PR113","FE3 7BL","Console 3","Slater","85 Swan Street","7","Fenstead","Moreshire","JCG1","Peter Ness","C","299.99","3","5","ORD188","SUP02","Sandcastle Industrial Estate","31/08/2010 00:00","Loundshire","GE4 7RR","1"
20845,"Greyfriars","Mr","Faraz","PR113","DL2 1QT","Console 3","Khan","28 High Street","7","Dilmouth","Moreshire","JCG1","Peter Ness","C","299.99","3","5","ORD205","SUP02","Sandcastle Industrial Estate","28/08/2010 00:00","Loundshire","GE4 7RR","1"
20854,"Greyfriars","Mr","Simon","PR113","ME2 2JW","Console 3","Lawson","17 Balmoral Road","7","Meriton","Bartshire","JCG1","Peter Ness","C","299.99","3","5","ORD214","SUP02","Sandcastle Industrial Estate","21/08/2010 00:00","Loundshire","GE4 7RR","1"
20859,"Greyfriars","Mr","Leon","PR113","ME3 5AC","Console 3","Marshall","38 Fenstead Road","7","Meriton","Bartshire","JCG1","Peter Ness","C","299.99","3","5","ORD219","SUP02","Sandcastle Industrial Estate","21/08/2010 00:00","Loundshire","GE4 7RR","1"
20892,"Greyfriars","Mr","Peter","PR113","DL8 1TH","Console 3","Ferguson","12 Mill Lane","7","Lower Marsdon","Moreshire","JCG1","Peter Ness","C","299.99","3","5","ORD252","SUP02","Sandcastle Industrial Estate","28/09/2010 00:00","Loundshire","GE4 7RR","1"
20897,"Greyfriars","Ms","Emily","PR113","PY2 4VN","Console 3","Jones","4 Market Lane","7","Porley","Bartshire","JCG1","Peter Ness","C","299.99","3","5","ORD257","SUP02","Sandcastle Industrial Estate","28/09/2010 00:00","Loundshire","GE4 7RR","1"
20964,"Greyfriars","Mr","Ben","PR113","PY1 5JH","Console 3","Langley","Darwin Road","7","Porley","Bartshire","JCG1","Peter Ness","C","299.99","3","5","ORD323","SUP02","Sandcastle Industrial Estate","21/10/2010 00:00","Loundshire","GE4 7RR","1"
20760,"Greyfriars","Mr","Gavin","PR112","ME1 4JS","Console 2","Jones","43 Windsor Road","4","Meriton","Bartshire","DPO1","Peter Ness","C","249.99","3","5","ORD111","SUP02","Sandcastle Industrial Estate","27/07/2010 00:00","Loundshire","GE4 7RR","1"
20762,"Greyfriars","Mr","Michael","PR112","DL9 2AT","Console 2","Morris","33 Riverside","4","Lower Marsdon","Moreshire","DPO1","Peter Ness","C","249.99","3","5","ORD122","SUP02","Sandcastle Industrial Estate","18/07/2010 00:00","Loundshire","GE4 7RR","1"
20777,"Greyfriars","Mr","Christopher","PR112","ME2 1DF","Console 2","Kendall","3 Carr Avenue","4","Meriton","Bartshire","DPO1","Peter Ness","C","249.99","3","5","ORD135","SUP02","Sandcastle Industrial Estate","21/07/2010 00:00","Loundshire","GE4 7RR","1"
20791,"Greyfriars","Mr","James","PR112","FE3 1LJ","Console 2","Anderson","23 Dilmouth Road","4","Fenstead","Moreshire","DPO1","Peter Ness","C","249.99","3","5","ORD157","SUP02","Sandcastle Industrial Estate","28/07/2010 00:00","Loundshire","GE4 7RR","1"
20792,"Greyfriars","Mr","Robin","PR112","DL5 1EV","Console 2","Coles","126 Meriton Road","4","Dilmouth","Moreshire","DPO1","Peter Ness","C","249.99","3","5","ORD158","SUP02","Sandcastle Industrial Estate","18/07/2010 00:00","Loundshire","GE4 7RR","1"
20809,"Greyfriars","Mr","Ross","PR112","DL4 2FE","Console 2","Merchant","33 Meriton Road","4","Dilmouth","Moreshire","DPO1","Peter Ness","C","249.99","3","5","ORD169","SUP02","Sandcastle Industrial Estate","28/07/2010 00:00","Loundshire","GE4 7RR","1"
20811,"Greyfriars","Miss","Karen","PR112","ME3 7KL","Console 2","Naylor","10 North Street","4","Meriton","Bartshire","DPO1","Peter Ness","C","249.99","3","5","ORD171","SUP02","Sandcastle Industrial Estate","15/07/2010 00:00","Loundshire","GE4 7RR","1"
20827,"Greyfriars","Mr","Ryan","PR112","DL5 3PF","Console 2","North","31 Longbourn Road","4","Dilmouth","Moreshire","DPO1","Peter Ness","C","249.99","3","5","ORD187","SUP02","Sandcastle Industrial Estate","15/08/2010 00:00","Loundshire","GE4 7RR","1"
20841,"Greyfriars","Mr","Ian","PR112","FE3 1LM","Console 2","Bell","7 Godber Place","4","Fenstead","Moreshire","DPO1","Peter Ness","C","249.99","3","5","ORD201","SUP02","Sandcastle Industrial Estate","22/08/2010 00:00","Loundshire","GE4 7RR","1"
20842,"Greyfriars","Mr","David","PR112","FE2 2LT","Console 2","Barlow","11 Walnut Drive","4","Fenstead","Moreshire","DPO1","Peter Ness","C","249.99","3","5","ORD202","SUP02","Sandcastle Industrial Estate","27/08/2010 00:00","Loundshire","GE4 7RR","1"
20858,"Greyfriars","Mr","Paul","PR112","DL4 5TB","Console 2","Jackson","15 Gilbert Road","4","Dilmouth","Moreshire","DPO1","Peter Ness","C","249.99","3","5","ORD218","SUP02","Sandcastle Industrial Estate","28/08/2010 00:00","Loundshire","GE4 7RR","1"
20860,"Greyfriars","Mr","Richard","PR112","DL8 5UL","Console 2","Thorpe","5 Hall Road","4","Lower Marsdon","Moreshire","DPO1","Peter Ness","C","249.99","3","5","ORD220","SUP02","Sandcastle Industrial Estate","22/08/2010 00:00","Loundshire","GE4 7RR","1"
20896,"Greyfriars","Mr","John","PR112","DL3 2JX","Console 2","Cook","118 Oxford Drive","4","Dilmouth","Moreshire","DPO1","Peter Ness","C","249.99","3","5","ORD256","SUP02","Sandcastle Industrial Estate","28/09/2010 00:00","Loundshire","GE4 7RR","1"
20898,"Greyfriars","Mr","George","PR112","ME4 1KS","Console 2","Ellis","58 Duke Street","4","Meriton","Bartshire","DPO1","Peter Ness","C","249.99","3","5","ORD258","SUP02","Sandcastle Industrial Estate","22/09/2010 00:00","Loundshire","GE4 7RR","1"
20926,"Greyfriars","Mr","Bryan","PR112","DL5 2WV","Console 2","Starke","14 Derby Road","4","Dilmouth","Moreshire","DPO1","Peter Ness","C","249.99","3","5","ORD117","SUP02","Sandcastle Industrial Estate","28/09/2010 00:00","Loundshire","GE4 7RR","1"
20963,"Greyfriars","Miss","Jessica","PR112","FE2 7GZ","Console 2","Wright","7 Hazel Drive","4","Fenstead","Moreshire","DPO1","Peter Ness","C","249.99","3","5","ORD322","SUP02","Sandcastle Industrial Estate","18/10/2010 00:00","Loundshire","GE4 7RR","1"
20986,"Greyfriars","Mr","Christopher","PR112","DL9 2AW","Console 2","Lyon","22 Foundry Lane","4","Lower Marsdon","Moreshire","DPO1","Peter Ness","C","249.99","3","5","ORD345","SUP02","Sandcastle Industrial Estate","18/11/2010 00:00","Loundshire","GE4 7RR","1"
